,image_path,au1,au2,au4,au6,au7,au10,au12,au14,au15,au17,au23,au24
11491,BP4D/aligned_images/F012/T2/01230.jpg,0,0,0,0,1,1,0,0,0,1,0,0
13694,BP4D/aligned_images/F012/T6/00492.jpg,0,0,0,1,1,1,1,0,0,0,0,0
30831,BP4D/aligned_images/F021/T6/00100.jpg,1,0,1,1,1,1,1,1,0,0,0,0
93228,BP4D/aligned_images/M014/T1/00853.jpg,0,0,0,1,1,1,1,1,0,0,0,0
41709,BP4D/aligned_images/M009/T7/01065.jpg,0,0,0,1,1,1,1,1,0,0,0,0
89217,BP4D/aligned_images/M012/T1/00727.jpg,0,0,0,1,1,1,1,1,0,0,0,0
15677,BP4D/aligned_images/F014/T3/00262.jpg,1,0,0,0,0,0,0,0,0,0,0,0
64612,BP4D/aligned_images/F016/T2/00818.jpg,0,0,0,0,0,0,0,0,0,0,0,0
33004,BP4D/aligned_images/M003/T3/00014.jpg,0,0,0,0,0,0,0,0,0,0,0,0
39617,BP4D/aligned_images/M009/T2/00912.jpg,0,0,1,0,0,0,0,0,0,0,0,0
87593,BP4D/aligned_images/M008/T5/00907.jpg,0,0,0,0,0,0,0,0,0,0,0,0
85074,BP4D/aligned_images/M007/T7/00244.jpg,0,0,0,1,1,1,0,0,0,0,0,0
2314,BP4D/aligned_images/F004/T5/01227.jpg,1,0,0,1,1,1,1,1,0,0,0,0
72764,BP4D/aligned_images/F023/T5/00409.jpg,1,1,0,0,1,1,0,1,0,0,0,0
48938,BP4D/aligned_images/F001/T7/00714.jpg,1,0,0,0,1,1,1,1,0,0,0,0
37170,BP4D/aligned_images/M006/T5/00957.jpg,0,0,0,0,0,0,1,0,0,1,0,0
39254,BP4D/aligned_images/M009/T2/00549.jpg,0,0,0,0,0,0,0,0,0,0,0,0
27023,BP4D/aligned_images/F019/T5/00424.jpg,0,1,0,1,1,1,1,1,1,1,1,1
18528,BP4D/aligned_images/F015/T2/01205.jpg,0,0,0,0,0,0,0,0,0,0,0,0
69287,BP4D/aligned_images/F018/T5/00519.jpg,0,0,0,0,1,1,0,0,1,0,0,0
50211,BP4D/aligned_images/F002/T2/00076.jpg,0,0,0,0,0,0,0,0,0,1,1,1
73032,BP4D/aligned_images/F023/T5/00677.jpg,0,0,0,0,0,1,0,1,0,1,1,0
64896,BP4D/aligned_images/F016/T3/00091.jpg,0,0,0,0,0,0,0,0,0,0,0,0
87720,BP4D/aligned_images/M008/T5/01034.jpg,0,1,0,1,1,1,1,1,0,1,1,0
7913,BP4D/aligned_images/F007/T2/00120.jpg,0,0,1,1,1,0,0,0,0,0,0,0
33737,BP4D/aligned_images/M003/T5/00918.jpg,1,1,0,1,1,1,1,0,0,0,0,0
35815,BP4D/aligned_images/M006/T2/01229.jpg,0,0,0,0,1,0,0,0,0,0,0,0
76913,BP4D/aligned_images/M001/T5/00724.jpg,1,1,0,0,0,0,1,1,0,0,0,0
12942,BP4D/aligned_images/F012/T5/00292.jpg,0,0,0,0,0,1,1,1,1,0,0,0
82793,BP4D/aligned_images/M007/T2/01252.jpg,0,0,1,0,1,0,0,0,0,0,0,0
15682,BP4D/aligned_images/F014/T3/00267.jpg,1,0,0,0,0,0,0,0,0,0,0,0
59574,BP4D/aligned_images/F009/T6/00791.jpg,0,0,1,0,0,0,0,0,0,0,0,0
69337,BP4D/aligned_images/F018/T5/00569.jpg,1,1,0,1,1,1,1,1,1,0,0,0
67208,BP4D/aligned_images/F016/T8/00148.jpg,0,0,0,1,1,1,1,1,1,1,0,1
42499,BP4D/aligned_images/M015/T1/01059.jpg,0,1,0,0,0,1,1,0,0,0,0,0
45307,BP4D/aligned_images/M015/T7/00582.jpg,0,0,0,0,1,1,1,1,0,0,0,0
87810,BP4D/aligned_images/M008/T5/01124.jpg,1,1,1,1,1,1,1,0,0,1,0,0
25438,BP4D/aligned_images/F019/T1/00587.jpg,0,0,0,1,1,1,1,1,0,0,0,0
89481,BP4D/aligned_images/M012/T1/00991.jpg,0,0,0,0,1,1,1,0,0,0,0,0
12231,BP4D/aligned_images/F012/T3/00367.jpg,1,0,0,1,1,1,1,1,0,0,0,0
63475,BP4D/aligned_images/F010/T7/00422.jpg,0,1,0,0,0,1,0,0,0,0,0,0
35161,BP4D/aligned_images/M003/T8/00253.jpg,1,1,0,1,1,1,1,1,1,0,1,0
10200,BP4D/aligned_images/F007/T7/00819.jpg,1,0,0,1,0,1,0,0,0,0,0,0
22026,BP4D/aligned_images/F017/T2/01282.jpg,0,0,1,1,1,0,0,1,0,1,0,1
69333,BP4D/aligned_images/F018/T5/00565.jpg,1,1,0,1,1,1,1,1,1,0,0,0
28782,BP4D/aligned_images/F021/T1/00245.jpg,0,0,0,1,1,1,1,0,0,0,0,0
37658,BP4D/aligned_images/M006/T6/00792.jpg,0,0,1,1,1,1,0,1,0,1,1,1
78592,BP4D/aligned_images/M001/T8/00301.jpg,0,0,0,1,1,1,1,0,0,0,0,0
