,image_path,au1,au2,au4,au6,au9,au12,au25,au26
75161,DISFA/aligned_images/SN024/02547.jpg,0,0,0,0,0,0,0,1
33203,DISFA/aligned_images/SN027/04194.jpg,0,0,0,0,0,0,1,0
72581,DISFA/aligned_images/SN021/04812.jpg,0,0,0,0,0,0,1,0
33835,DISFA/aligned_images/SN027/04826.jpg,0,0,0,0,0,1,1,0
3786,DISFA/aligned_images/SN001/03787.jpg,0,0,0,0,0,0,0,0
22550,DISFA/aligned_images/SN016/03231.jpg,0,0,1,0,0,0,0,0
78486,DISFA/aligned_images/SN028/01027.jpg,0,0,0,0,0,0,1,0
12064,DISFA/aligned_images/SN009/02434.jpg,0,0,0,0,0,0,0,0
46266,DISFA/aligned_images/SN006/02722.jpg,0,0,0,0,0,0,0,0
82495,DISFA/aligned_images/SN031/00191.jpg,0,0,0,1,0,1,1,0
62471,DISFA/aligned_images/SN013/04392.jpg,0,0,0,0,0,0,0,0
55009,DISFA/aligned_images/SN012/01775.jpg,1,0,1,0,1,0,0,0
13692,DISFA/aligned_images/SN009/04062.jpg,0,0,0,0,0,0,0,0
34819,DISFA/aligned_images/SN030/00965.jpg,0,0,0,0,0,1,1,1
78267,DISFA/aligned_images/SN028/00808.jpg,0,0,0,0,0,0,0,0
64185,DISFA/aligned_images/SN018/01261.jpg,0,0,0,0,0,0,1,0
53274,DISFA/aligned_images/SN012/00040.jpg,0,0,0,0,0,0,1,1
70869,DISFA/aligned_images/SN021/03100.jpg,0,0,0,0,0,0,0,0
60465,DISFA/aligned_images/SN013/02386.jpg,0,0,0,0,0,0,0,0
10987,DISFA/aligned_images/SN009/01301.jpg,0,0,0,0,0,0,0,0
84882,DISFA/aligned_images/SN031/02578.jpg,0,0,0,0,0,0,0,0
30382,DISFA/aligned_images/SN027/01373.jpg,0,0,0,0,0,0,0,0
19396,DISFA/aligned_images/SN016/00077.jpg,0,0,0,0,0,0,0,0
69166,DISFA/aligned_images/SN021/01397.jpg,0,0,0,0,0,0,0,0
3039,DISFA/aligned_images/SN001/03040.jpg,0,0,0,0,0,0,0,0
72253,DISFA/aligned_images/SN021/04484.jpg,0,0,0,0,0,0,1,0
5081,DISFA/aligned_images/SN002/00237.jpg,0,0,0,0,0,1,1,1
61991,DISFA/aligned_images/SN013/03912.jpg,0,0,0,0,0,0,0,0
76186,DISFA/aligned_images/SN024/03572.jpg,0,0,0,0,0,0,0,0
4584,DISFA/aligned_images/SN001/04585.jpg,0,0,0,0,0,0,0,0
17463,DISFA/aligned_images/SN010/02988.jpg,0,0,0,0,0,0,0,0
77951,DISFA/aligned_images/SN028/00492.jpg,0,0,0,1,0,1,1,0
13045,DISFA/aligned_images/SN009/03415.jpg,0,0,0,0,0,0,0,0
76394,DISFA/aligned_images/SN024/03780.jpg,0,0,0,0,0,0,0,0
25143,DISFA/aligned_images/SN026/00979.jpg,0,0,0,0,0,1,1,1
58744,DISFA/aligned_images/SN013/00665.jpg,0,0,0,0,0,0,0,0
4770,DISFA/aligned_images/SN001/04771.jpg,0,0,0,0,0,0,0,0
76696,DISFA/aligned_images/SN024/04082.jpg,0,0,0,0,0,0,0,0
58564,DISFA/aligned_images/SN013/00485.jpg,0,0,0,0,0,0,0,0
33376,DISFA/aligned_images/SN027/04367.jpg,0,0,0,0,0,0,1,0
5892,DISFA/aligned_images/SN002/01051.jpg,0,0,0,0,0,0,1,1
8528,DISFA/aligned_images/SN002/03687.jpg,0,0,0,0,0,0,0,0
61669,DISFA/aligned_images/SN013/03590.jpg,0,0,0,0,0,0,0,0
61053,DISFA/aligned_images/SN013/02974.jpg,0,0,0,0,0,0,0,0
51877,DISFA/aligned_images/SN011/03488.jpg,0,0,1,0,0,0,0,0
37813,DISFA/aligned_images/SN030/03959.jpg,0,0,0,0,0,0,0,0
70919,DISFA/aligned_images/SN021/03150.jpg,0,0,0,0,0,0,0,0
39109,DISFA/aligned_images/SN032/00410.jpg,0,0,0,0,0,0,1,0
63849,DISFA/aligned_images/SN018/00925.jpg,0,0,0,0,0,0,1,1
33529,DISFA/aligned_images/SN027/04520.jpg,0,0,0,0,0,0,1,0
37141,DISFA/aligned_images/SN030/03287.jpg,0,0,0,0,0,0,0,0
21058,DISFA/aligned_images/SN016/01739.jpg,0,0,1,0,0,0,0,0
54420,DISFA/aligned_images/SN012/01186.jpg,0,0,0,0,0,1,1,0
16314,DISFA/aligned_images/SN010/01839.jpg,0,0,0,0,0,0,0,0
85719,DISFA/aligned_images/SN031/03415.jpg,0,0,0,0,0,0,0,0
29490,DISFA/aligned_images/SN027/00481.jpg,0,0,0,0,0,0,0,0
22962,DISFA/aligned_images/SN016/03643.jpg,0,0,1,0,0,0,0,0
78984,DISFA/aligned_images/SN028/01525.jpg,0,0,0,0,0,0,0,0
12477,DISFA/aligned_images/SN009/02847.jpg,0,0,0,0,0,0,0,0
29819,DISFA/aligned_images/SN027/00810.jpg,0,0,0,0,0,0,1,0
86642,DISFA/aligned_images/SN031/04338.jpg,0,0,0,0,0,0,0,0
42037,DISFA/aligned_images/SN032/03338.jpg,0,0,0,0,0,0,0,0
11694,DISFA/aligned_images/SN009/02064.jpg,0,0,0,0,0,1,1,0
10708,DISFA/aligned_images/SN009/01022.jpg,0,0,0,0,0,0,0,0
33698,DISFA/aligned_images/SN027/04689.jpg,0,0,0,0,0,0,1,0
50957,DISFA/aligned_images/SN011/02568.jpg,0,0,1,0,0,0,0,0
82536,DISFA/aligned_images/SN031/00232.jpg,0,0,0,1,0,1,1,0
61407,DISFA/aligned_images/SN013/03328.jpg,0,0,0,0,0,0,0,0
80941,DISFA/aligned_images/SN028/03482.jpg,0,0,0,0,0,0,0,0
45365,DISFA/aligned_images/SN006/01821.jpg,0,0,0,0,0,0,0,0
3870,DISFA/aligned_images/SN001/03871.jpg,0,0,0,0,0,0,0,0
82753,DISFA/aligned_images/SN031/00449.jpg,0,0,0,0,0,1,1,0
45836,DISFA/aligned_images/SN006/02292.jpg,0,0,1,0,0,0,0,0
8554,DISFA/aligned_images/SN002/03713.jpg,0,0,0,0,0,0,0,0
5326,DISFA/aligned_images/SN002/00482.jpg,0,0,0,0,0,0,0,0
1155,DISFA/aligned_images/SN001/01156.jpg,0,0,0,0,0,0,0,0
76987,DISFA/aligned_images/SN024/04373.jpg,0,0,0,0,0,0,0,0
82262,DISFA/aligned_images/SN028/04803.jpg,0,0,0,0,0,0,1,1
28857,DISFA/aligned_images/SN026/04693.jpg,0,0,0,0,0,0,0,0
49036,DISFA/aligned_images/SN011/00647.jpg,0,0,0,1,0,1,1,0
18532,DISFA/aligned_images/SN010/04057.jpg,0,0,0,0,0,0,0,0
46157,DISFA/aligned_images/SN006/02613.jpg,0,0,0,0,0,0,0,0
47205,DISFA/aligned_images/SN006/03661.jpg,0,0,0,0,0,0,0,0
28001,DISFA/aligned_images/SN026/03837.jpg,0,0,0,0,0,0,0,0
55245,DISFA/aligned_images/SN012/02011.jpg,0,0,1,0,0,0,1,0
32627,DISFA/aligned_images/SN027/03618.jpg,0,0,0,0,0,0,0,0
63602,DISFA/aligned_images/SN018/00678.jpg,0,0,0,0,0,1,1,0
22157,DISFA/aligned_images/SN016/02838.jpg,0,0,1,0,0,0,0,0
45469,DISFA/aligned_images/SN006/01925.jpg,0,0,0,0,0,0,0,0
63338,DISFA/aligned_images/SN018/00414.jpg,0,0,0,0,0,0,0,0
22476,DISFA/aligned_images/SN016/03157.jpg,0,0,1,0,0,0,0,0
42298,DISFA/aligned_images/SN032/03599.jpg,0,0,0,0,0,0,0,0
13856,DISFA/aligned_images/SN009/04226.jpg,0,0,0,0,0,0,0,0
69566,DISFA/aligned_images/SN021/01797.jpg,0,0,1,0,0,0,0,0
66418,DISFA/aligned_images/SN018/03494.jpg,0,0,0,0,0,0,0,0
76512,DISFA/aligned_images/SN024/03898.jpg,0,0,0,0,0,0,0,0
13922,DISFA/aligned_images/SN009/04292.jpg,0,0,0,0,0,0,0,0
19951,DISFA/aligned_images/SN016/00632.jpg,0,0,1,0,0,0,0,0
51447,DISFA/aligned_images/SN011/03058.jpg,0,0,1,0,0,0,0,0
15871,DISFA/aligned_images/SN010/01396.jpg,0,0,0,0,0,0,0,0
33501,DISFA/aligned_images/SN027/04492.jpg,0,0,0,0,0,0,1,0
17680,DISFA/aligned_images/SN010/03205.jpg,0,0,0,0,0,0,0,0
70173,DISFA/aligned_images/SN021/02404.jpg,0,0,0,0,0,0,0,0
61907,DISFA/aligned_images/SN013/03828.jpg,0,0,0,0,0,0,0,0
2515,DISFA/aligned_images/SN001/02516.jpg,0,0,0,0,0,0,0,0
18913,DISFA/aligned_images/SN010/04438.jpg,0,0,0,0,0,0,0,0
82190,DISFA/aligned_images/SN028/04731.jpg,0,0,0,0,0,0,1,1
24406,DISFA/aligned_images/SN026/00242.jpg,0,0,0,1,0,1,1,0
71114,DISFA/aligned_images/SN021/03345.jpg,0,0,0,0,0,0,0,0
84896,DISFA/aligned_images/SN031/02592.jpg,0,0,0,0,0,0,0,0
68545,DISFA/aligned_images/SN021/00776.jpg,0,0,0,0,0,0,0,0
13754,DISFA/aligned_images/SN009/04124.jpg,0,0,0,0,0,0,0,0
37428,DISFA/aligned_images/SN030/03574.jpg,0,0,0,0,0,0,0,0
47945,DISFA/aligned_images/SN006/04401.jpg,0,0,0,0,0,0,0,0
43842,DISFA/aligned_images/SN006/00298.jpg,0,0,0,0,0,1,1,0
61427,DISFA/aligned_images/SN013/03348.jpg,0,0,0,0,0,0,0,0
4775,DISFA/aligned_images/SN001/04776.jpg,0,0,0,0,0,0,0,0
72600,DISFA/aligned_images/SN021/04831.jpg,0,0,0,0,0,0,1,0
39461,DISFA/aligned_images/SN032/00762.jpg,0,0,0,0,0,1,0,0
23529,DISFA/aligned_images/SN016/04210.jpg,0,0,0,0,0,0,0,0
67011,DISFA/aligned_images/SN018/04087.jpg,0,0,0,0,0,0,0,0
14622,DISFA/aligned_images/SN010/00147.jpg,0,0,0,0,0,1,1,0
10134,DISFA/aligned_images/SN009/00448.jpg,0,0,0,0,0,0,0,0
21690,DISFA/aligned_images/SN016/02371.jpg,0,0,1,0,0,0,1,1
36194,DISFA/aligned_images/SN030/02340.jpg,0,0,0,0,0,0,0,0
68120,DISFA/aligned_images/SN021/00351.jpg,0,0,0,0,0,0,0,0
40904,DISFA/aligned_images/SN032/02205.jpg,1,0,0,0,0,0,1,1
85524,DISFA/aligned_images/SN031/03220.jpg,0,0,0,0,0,0,0,0
17958,DISFA/aligned_images/SN010/03483.jpg,0,0,0,0,0,0,0,0
804,DISFA/aligned_images/SN001/00805.jpg,0,0,0,0,0,0,0,0
34981,DISFA/aligned_images/SN030/01127.jpg,0,0,0,0,0,0,1,0
57177,DISFA/aligned_images/SN012/03943.jpg,0,0,0,0,0,0,0,0
43970,DISFA/aligned_images/SN006/00426.jpg,0,0,0,0,0,0,1,0
11297,DISFA/aligned_images/SN009/01611.jpg,0,0,0,0,0,0,0,0
14628,DISFA/aligned_images/SN010/00153.jpg,0,0,0,0,0,1,1,0
78050,DISFA/aligned_images/SN028/00591.jpg,0,0,0,0,0,0,0,0
49090,DISFA/aligned_images/SN011/00701.jpg,0,0,0,0,0,0,1,0
72937,DISFA/aligned_images/SN024/00323.jpg,0,0,0,0,0,0,0,0
19800,DISFA/aligned_images/SN016/00481.jpg,0,0,1,0,0,0,1,0
50718,DISFA/aligned_images/SN011/02329.jpg,0,0,1,0,0,0,0,0
63652,DISFA/aligned_images/SN018/00728.jpg,0,0,0,0,0,1,1,0
74343,DISFA/aligned_images/SN024/01729.jpg,0,0,0,0,0,0,1,0
10575,DISFA/aligned_images/SN009/00889.jpg,0,0,0,0,0,0,0,0
32915,DISFA/aligned_images/SN027/03906.jpg,0,0,0,0,0,0,0,0
35399,DISFA/aligned_images/SN030/01545.jpg,0,0,0,0,0,0,1,0
6718,DISFA/aligned_images/SN002/01877.jpg,0,0,0,0,0,0,1,0
78532,DISFA/aligned_images/SN028/01073.jpg,0,0,0,0,0,0,0,0
66112,DISFA/aligned_images/SN018/03188.jpg,0,0,0,0,0,0,0,0
77200,DISFA/aligned_images/SN024/04586.jpg,0,0,0,0,0,1,0,0
86548,DISFA/aligned_images/SN031/04244.jpg,0,0,0,0,0,0,0,0
48105,DISFA/aligned_images/SN006/04561.jpg,0,0,0,1,0,0,1,0
14873,DISFA/aligned_images/SN010/00398.jpg,0,0,0,0,0,0,0,0
45426,DISFA/aligned_images/SN006/01882.jpg,0,0,0,0,0,0,0,0
86321,DISFA/aligned_images/SN031/04017.jpg,0,0,0,0,0,0,0,0
48200,DISFA/aligned_images/SN006/04656.jpg,0,0,0,1,0,0,1,0
