,image_path,au1,au2,au4,au6,au7,au10,au12,au14,au15,au17,au23,au24
99340,BP4D/aligned_images/M018/T5/00515.jpg,0,0,1,1,1,1,1,1,0,1,0,0
24893,BP4D/aligned_images/F018/T8/00004.jpg,0,0,0,0,0,1,0,1,1,0,0,0
2891,BP4D/aligned_images/F001/T6/00465.jpg,0,0,0,1,0,1,1,1,0,0,1,0
7306,BP4D/aligned_images/F002/T7/01024.jpg,0,0,0,1,1,0,1,0,0,0,0,0
94253,BP4D/aligned_images/M017/T2/01187.jpg,0,0,1,0,0,0,0,0,0,0,0,0
39856,BP4D/aligned_images/M007/T8/00222.jpg,0,0,0,0,0,1,1,0,0,0,0,0
10575,BP4D/aligned_images/F008/T6/00599.jpg,0,0,0,1,1,1,1,1,1,0,0,0
95844,BP4D/aligned_images/M017/T5/01049.jpg,0,0,0,1,1,1,1,1,0,0,0,0
86691,BP4D/aligned_images/M013/T1/00909.jpg,0,0,0,1,1,1,1,1,0,1,1,0
68312,BP4D/aligned_images/F020/T7/01044.jpg,0,0,0,0,0,0,1,1,0,0,1,0
82700,BP4D/aligned_images/M010/T7/00341.jpg,0,0,0,1,0,1,1,0,0,0,0,0
81497,BP4D/aligned_images/M010/T5/00528.jpg,1,0,0,0,0,1,1,1,0,0,0,0
74714,BP4D/aligned_images/M002/T5/00842.jpg,0,0,0,0,1,1,0,1,0,1,1,0
46041,BP4D/aligned_images/M012/T6/00236.jpg,0,0,0,0,0,1,0,0,0,0,0,0
50081,BP4D/aligned_images/M014/T7/00836.jpg,0,0,0,0,0,1,1,0,0,0,0,0
49698,BP4D/aligned_images/M014/T6/00500.jpg,0,0,0,1,1,0,1,0,0,1,1,0
77756,BP4D/aligned_images/M005/T4/00389.jpg,1,1,0,0,1,1,1,0,0,1,0,0
90381,BP4D/aligned_images/M016/T1/00745.jpg,0,0,0,1,1,1,1,1,0,0,0,0
11380,BP4D/aligned_images/F008/T8/00320.jpg,0,0,0,1,1,1,1,0,0,0,0,0
29257,BP4D/aligned_images/M001/T1/01127.jpg,0,0,0,1,1,1,1,0,0,0,0,0
40890,BP4D/aligned_images/M008/T2/00488.jpg,0,0,0,0,0,0,0,0,0,0,0,0
76980,BP4D/aligned_images/M005/T2/01110.jpg,0,0,0,0,0,0,0,1,0,1,0,1
68709,BP4D/aligned_images/F020/T8/00040.jpg,0,0,1,1,1,1,1,1,1,1,0,1
3311,BP4D/aligned_images/F001/T7/00774.jpg,1,0,0,1,1,1,1,1,0,0,0,0
30378,BP4D/aligned_images/M001/T4/00571.jpg,0,0,0,0,1,1,1,0,0,0,0,0
96387,BP4D/aligned_images/M017/T6/01438.jpg,0,0,0,1,1,1,1,0,0,0,0,0
43089,BP4D/aligned_images/M008/T7/00634.jpg,0,0,0,0,1,1,1,0,0,0,0,0
93427,BP4D/aligned_images/M016/T8/00075.jpg,0,0,0,0,0,0,0,0,0,1,0,1
28103,BP4D/aligned_images/F023/T7/00150.jpg,0,0,0,0,0,0,0,0,0,0,0,0
100264,BP4D/aligned_images/M018/T7/00781.jpg,0,0,0,0,0,0,0,0,0,0,0,0
43093,BP4D/aligned_images/M008/T7/00638.jpg,0,0,0,0,1,1,1,0,0,0,1,0
21136,BP4D/aligned_images/F016/T7/00276.jpg,0,0,0,1,1,1,1,1,0,0,0,0
19214,BP4D/aligned_images/F016/T3/00096.jpg,0,0,0,0,0,0,0,0,0,0,0,0
9960,BP4D/aligned_images/F008/T5/00720.jpg,1,1,0,1,1,1,1,0,1,0,0,0
25053,BP4D/aligned_images/F018/T8/00164.jpg,0,0,0,1,1,1,1,1,1,1,0,0
19312,BP4D/aligned_images/F016/T3/00194.jpg,0,0,0,0,1,1,0,1,0,0,0,0
39515,BP4D/aligned_images/M007/T7/00372.jpg,0,0,0,0,1,1,0,0,0,1,0,0
21928,BP4D/aligned_images/F018/T1/00912.jpg,0,0,0,1,1,1,1,1,1,0,0,0
40397,BP4D/aligned_images/M008/T1/00425.jpg,0,0,0,1,1,1,1,0,0,0,0,0
81328,BP4D/aligned_images/M010/T4/00780.jpg,0,0,0,0,0,1,1,1,0,1,0,0
77346,BP4D/aligned_images/M005/T2/01476.jpg,0,0,1,1,1,1,0,1,0,1,0,1
83716,BP4D/aligned_images/M011/T2/00328.jpg,0,0,0,0,0,1,0,0,0,0,0,0
100624,BP4D/aligned_images/M018/T8/00090.jpg,0,0,1,1,1,1,0,1,0,0,0,0
20835,BP4D/aligned_images/F016/T6/01297.jpg,1,0,1,1,1,1,0,1,0,1,0,1
47469,BP4D/aligned_images/M014/T1/00781.jpg,0,0,0,1,1,1,1,1,0,1,0,0
35234,BP4D/aligned_images/M004/T5/00749.jpg,0,0,0,1,1,1,1,0,1,1,1,0
56483,BP4D/aligned_images/F005/T5/01212.jpg,1,0,1,0,0,0,0,0,0,0,0,0
7017,BP4D/aligned_images/F002/T7/00735.jpg,0,0,0,1,1,0,1,0,0,0,0,0
68035,BP4D/aligned_images/F020/T6/01325.jpg,0,0,0,1,1,1,0,0,0,1,0,0
79794,BP4D/aligned_images/M010/T1/00205.jpg,0,0,0,0,0,1,1,0,0,0,0,0
17733,BP4D/aligned_images/F010/T7/00367.jpg,1,1,0,0,1,1,0,0,0,0,0,0
100729,BP4D/aligned_images/M018/T8/00195.jpg,0,0,1,0,1,1,0,1,0,0,0,0
3243,BP4D/aligned_images/F001/T7/00706.jpg,1,0,0,0,1,1,1,1,0,0,0,0
19223,BP4D/aligned_images/F016/T3/00105.jpg,0,0,0,0,0,0,0,0,0,0,0,0
79234,BP4D/aligned_images/M005/T7/01209.jpg,1,0,0,1,1,0,1,0,0,1,0,0
62814,BP4D/aligned_images/F013/T2/00409.jpg,0,0,0,0,0,0,0,0,0,0,0,0
67148,BP4D/aligned_images/F020/T4/00460.jpg,0,0,0,1,1,1,1,1,1,1,0,0
59744,BP4D/aligned_images/F011/T4/00182.jpg,1,1,0,1,1,0,1,0,0,1,1,0
17680,BP4D/aligned_images/F010/T7/00314.jpg,1,1,0,1,1,1,1,0,0,0,0,0
25207,BP4D/aligned_images/F023/T1/00060.jpg,0,0,0,1,1,1,1,1,1,0,1,0
92152,BP4D/aligned_images/M016/T5/00984.jpg,0,0,0,1,1,1,1,0,0,0,0,0
22602,BP4D/aligned_images/F018/T2/00483.jpg,0,0,0,1,1,1,0,0,1,1,0,0
61912,BP4D/aligned_images/F011/T8/00406.jpg,0,0,1,0,0,1,1,1,0,1,0,0
37938,BP4D/aligned_images/M007/T4/00193.jpg,0,0,0,0,0,1,1,1,0,1,0,0
17161,BP4D/aligned_images/F010/T6/00244.jpg,0,0,0,0,1,1,0,0,0,0,0,0
7903,BP4D/aligned_images/F008/T1/00326.jpg,0,1,0,1,1,1,1,0,0,0,0,0
83872,BP4D/aligned_images/M011/T2/00484.jpg,0,0,0,0,0,1,0,1,1,1,1,1
24969,BP4D/aligned_images/F018/T8/00080.jpg,0,0,0,0,1,1,0,1,1,0,0,0
98916,BP4D/aligned_images/M018/T4/01429.jpg,0,0,0,1,0,1,1,0,0,0,0,0
69285,BP4D/aligned_images/F022/T1/01409.jpg,0,0,0,1,1,0,0,1,1,1,0,1
34378,BP4D/aligned_images/M004/T4/01088.jpg,0,0,0,0,1,1,1,0,0,1,0,0
56866,BP4D/aligned_images/F005/T6/00535.jpg,0,0,1,1,1,1,0,1,0,0,0,0
80975,BP4D/aligned_images/M010/T3/00310.jpg,0,0,0,0,0,1,1,1,0,1,1,0
72011,BP4D/aligned_images/F022/T7/00790.jpg,0,0,1,1,1,1,1,1,1,1,1,0
67997,BP4D/aligned_images/F020/T6/01287.jpg,1,1,0,1,1,1,0,0,0,1,0,0
8130,BP4D/aligned_images/F008/T1/00553.jpg,0,1,0,1,0,1,1,0,0,0,0,0
56402,BP4D/aligned_images/F005/T5/01131.jpg,1,0,1,0,0,0,0,0,0,0,0,0
83311,BP4D/aligned_images/M011/T1/01066.jpg,0,0,0,1,0,1,1,1,0,1,0,0
37094,BP4D/aligned_images/M007/T2/01240.jpg,0,0,1,0,1,0,0,0,0,0,0,0
20641,BP4D/aligned_images/F016/T6/01103.jpg,0,0,0,1,1,1,0,1,0,1,0,1
20968,BP4D/aligned_images/F016/T7/00108.jpg,0,0,0,0,0,1,1,0,0,0,0,0
75512,BP4D/aligned_images/M002/T7/00760.jpg,0,1,0,0,1,1,0,0,1,1,1,1
43418,BP4D/aligned_images/M008/T8/00043.jpg,0,0,1,1,1,1,0,0,0,0,0,0
86208,BP4D/aligned_images/M011/T8/00019.jpg,0,1,1,1,1,1,0,1,1,1,0,0
90249,BP4D/aligned_images/M016/T1/00613.jpg,0,0,1,0,0,0,1,0,0,0,0,0
16150,BP4D/aligned_images/F010/T4/00248.jpg,0,0,0,1,0,1,1,0,0,1,0,0
22524,BP4D/aligned_images/F018/T2/00405.jpg,0,0,0,1,1,1,0,0,1,1,0,0
13136,BP4D/aligned_images/F009/T4/00457.jpg,0,0,0,1,1,1,1,1,0,1,1,0
57569,BP4D/aligned_images/F005/T7/00663.jpg,1,1,0,0,0,0,0,0,0,0,0,0
63061,BP4D/aligned_images/F013/T3/00156.jpg,0,0,1,1,0,0,0,1,0,1,1,1
35870,BP4D/aligned_images/M004/T7/00454.jpg,0,0,0,0,1,1,1,0,1,0,0,0
54951,BP4D/aligned_images/F005/T2/01274.jpg,1,0,1,0,0,0,0,0,0,0,0,0
49139,BP4D/aligned_images/M014/T5/01077.jpg,0,0,0,0,0,1,1,1,0,0,0,0
18588,BP4D/aligned_images/F016/T1/00492.jpg,0,0,0,1,1,1,1,0,0,0,0,0
64554,BP4D/aligned_images/F013/T6/01379.jpg,0,0,0,0,0,0,0,1,1,1,1,1
55250,BP4D/aligned_images/F005/T2/01573.jpg,1,0,0,0,0,0,0,0,0,0,0,0
21193,BP4D/aligned_images/F016/T7/00333.jpg,0,0,0,0,1,1,1,0,0,1,0,0
13770,BP4D/aligned_images/F009/T5/00617.jpg,1,0,0,0,0,1,1,0,1,0,1,0
73998,BP4D/aligned_images/M002/T4/00718.jpg,0,0,0,1,1,1,1,0,1,0,0,0
32834,BP4D/aligned_images/M001/T8/00230.jpg,0,0,0,1,1,0,0,0,0,0,0,0
81166,BP4D/aligned_images/M010/T4/00618.jpg,0,0,0,1,0,1,1,1,0,1,1,0
10000,BP4D/aligned_images/F008/T5/00760.jpg,1,1,0,1,1,1,1,0,0,0,0,0
81017,BP4D/aligned_images/M010/T4/00469.jpg,0,0,1,0,0,0,0,0,0,0,0,0
63548,BP4D/aligned_images/F013/T4/00615.jpg,0,0,0,1,1,1,1,1,1,1,1,0
85235,BP4D/aligned_images/M011/T6/00868.jpg,0,0,0,0,0,0,0,1,0,0,1,0
68882,BP4D/aligned_images/F020/T8/00213.jpg,0,0,0,1,1,1,1,1,0,0,0,0
29248,BP4D/aligned_images/M001/T1/01118.jpg,0,0,0,1,1,1,1,0,0,0,0,0
32577,BP4D/aligned_images/M001/T7/01314.jpg,0,0,0,0,0,1,1,0,0,0,0,0
51952,BP4D/aligned_images/F003/T3/00231.jpg,0,0,0,0,0,0,1,0,0,0,0,0
72836,BP4D/aligned_images/M002/T1/00442.jpg,0,0,0,1,1,1,1,0,1,1,0,0
16002,BP4D/aligned_images/F010/T4/00100.jpg,0,0,0,1,1,1,1,1,0,0,0,0
64028,BP4D/aligned_images/F013/T5/00274.jpg,0,0,0,1,0,0,1,1,0,1,0,0
33642,BP4D/aligned_images/M004/T2/01101.jpg,0,0,1,0,1,0,0,0,0,0,0,0
92026,BP4D/aligned_images/M016/T5/00858.jpg,0,0,0,0,0,0,0,0,0,0,0,0
43025,BP4D/aligned_images/M008/T7/00570.jpg,0,0,0,0,0,1,1,0,0,0,0,0
78458,BP4D/aligned_images/M005/T5/00345.jpg,1,0,0,1,1,1,1,0,0,0,0,0
60434,BP4D/aligned_images/F011/T5/01265.jpg,0,0,0,1,1,1,1,0,0,0,0,0
56278,BP4D/aligned_images/F005/T5/01007.jpg,1,0,1,0,1,0,0,0,0,0,0,0
8959,BP4D/aligned_images/F008/T3/00112.jpg,0,1,0,1,0,1,1,1,0,0,0,0
80671,BP4D/aligned_images/M010/T3/00006.jpg,0,0,1,0,0,0,0,0,0,0,0,0
89782,BP4D/aligned_images/M013/T8/00011.jpg,0,0,0,0,0,0,0,0,0,0,0,0
77830,BP4D/aligned_images/M005/T4/00463.jpg,1,1,0,0,1,1,1,0,1,1,0,0
56529,BP4D/aligned_images/F005/T5/01258.jpg,0,0,1,0,0,0,0,0,0,0,0,0
13450,BP4D/aligned_images/F009/T5/00297.jpg,1,0,0,0,0,1,0,0,0,0,0,0
21660,BP4D/aligned_images/F018/T1/00644.jpg,0,0,0,1,1,1,1,1,1,1,0,0
78141,BP4D/aligned_images/M005/T5/00028.jpg,0,0,0,0,0,0,0,0,0,1,0,1
35463,BP4D/aligned_images/M004/T6/00246.jpg,0,0,1,0,1,0,0,0,1,1,1,1
5449,BP4D/aligned_images/F002/T4/01659.jpg,0,0,0,1,1,0,1,0,0,0,0,0
80177,BP4D/aligned_images/M010/T2/00986.jpg,1,0,1,0,1,1,0,0,0,0,0,0
76622,BP4D/aligned_images/M005/T1/00650.jpg,0,0,0,1,1,1,1,0,0,0,0,0
41410,BP4D/aligned_images/M008/T4/00027.jpg,1,1,0,0,0,0,0,0,0,0,0,0
355,BP4D/aligned_images/F001/T1/02795.jpg,1,0,0,1,0,1,1,0,0,1,0,0
6122,BP4D/aligned_images/F002/T5/00965.jpg,0,0,0,0,1,1,1,0,0,1,0,0
81025,BP4D/aligned_images/M010/T4/00477.jpg,0,0,1,0,0,1,0,0,0,0,1,0
74431,BP4D/aligned_images/M002/T4/01151.jpg,0,0,0,1,1,0,0,1,0,0,0,0
54716,BP4D/aligned_images/F005/T1/01312.jpg,1,1,0,0,1,1,1,1,1,1,0,1
29128,BP4D/aligned_images/M001/T1/00998.jpg,0,0,0,1,1,1,1,0,0,0,0,0
99598,BP4D/aligned_images/M018/T6/00686.jpg,0,0,0,0,0,0,0,0,0,0,0,0
65496,BP4D/aligned_images/F020/T1/00983.jpg,0,0,0,1,1,1,1,1,0,0,0,0
97947,BP4D/aligned_images/M018/T2/00433.jpg,0,0,0,0,0,0,0,0,0,0,0,0
9798,BP4D/aligned_images/F008/T5/00558.jpg,0,1,0,1,1,1,1,0,0,0,0,0
97241,BP4D/aligned_images/M017/T8/00336.jpg,0,0,1,1,1,1,1,1,1,1,0,0
61310,BP4D/aligned_images/F011/T7/01095.jpg,0,0,0,0,1,1,1,0,0,0,0,0
41837,BP4D/aligned_images/M008/T4/00454.jpg,0,0,0,1,0,1,1,0,0,0,0,0
45060,BP4D/aligned_images/M012/T4/01081.jpg,0,0,0,1,0,1,1,1,0,0,0,0
56627,BP4D/aligned_images/F005/T5/01356.jpg,1,0,0,0,0,1,0,1,1,1,0,1
76216,BP4D/aligned_images/M002/T8/00469.jpg,0,1,0,1,1,0,0,0,0,0,0,0
47493,BP4D/aligned_images/M014/T1/00805.jpg,0,0,0,1,1,1,1,1,0,0,1,0
34562,BP4D/aligned_images/M004/T4/01272.jpg,0,0,0,0,1,0,1,0,0,0,1,0
49874,BP4D/aligned_images/M014/T6/00676.jpg,0,0,0,0,1,1,1,0,0,1,1,0
51225,BP4D/aligned_images/F003/T2/00993.jpg,0,0,1,0,1,0,0,0,0,0,0,0
71446,BP4D/aligned_images/F022/T6/00118.jpg,0,0,0,0,0,0,0,0,1,0,0,0
16861,BP4D/aligned_images/F010/T5/00378.jpg,0,0,0,1,1,1,1,0,0,1,0,1
61690,BP4D/aligned_images/F011/T8/00184.jpg,0,0,0,1,1,1,1,1,1,1,1,0
93234,BP4D/aligned_images/M016/T7/01204.jpg,0,0,0,1,0,0,0,0,0,1,0,0
63334,BP4D/aligned_images/F013/T4/00401.jpg,0,0,0,1,1,1,1,1,0,0,0,0
86318,BP4D/aligned_images/M011/T8/00129.jpg,1,1,0,0,0,1,0,0,1,1,0,0
77204,BP4D/aligned_images/M005/T2/01334.jpg,0,0,1,0,1,0,0,1,0,1,0,1
72480,BP4D/aligned_images/F022/T8/00307.jpg,0,0,1,1,1,1,0,1,1,1,1,1
98375,BP4D/aligned_images/M018/T3/00138.jpg,0,0,0,0,0,0,0,0,0,0,0,0
14201,BP4D/aligned_images/F009/T6/01105.jpg,0,0,1,0,0,0,0,0,0,0,1,0
88016,BP4D/aligned_images/M013/T4/00499.jpg,0,0,0,0,1,1,0,0,1,0,1,0
79499,BP4D/aligned_images/M005/T7/01474.jpg,0,0,0,1,1,1,1,1,1,1,0,0
369,BP4D/aligned_images/F001/T1/02809.jpg,1,0,0,1,0,1,1,0,0,0,0,0
74910,BP4D/aligned_images/M002/T5/01038.jpg,1,0,0,1,1,1,0,0,0,0,0,0
84773,BP4D/aligned_images/M011/T5/00694.jpg,1,1,0,0,1,1,1,0,1,1,0,0
